Molecule,Force,Ave_BondLength,Ave_CosbondLength,Ave_MayerBonds,ReactionRingAtoms,BrokenInRatio,BondType,Ave_MullikenCharge1,Ave_MullikenCharge2,MinLength,MaxLength,Elec_reac_max_mean,Elec_reac_min_mean,Nuc_reac_max_mean,Nuc_reac_min_mean
1016,5.7,1.41872326,1.1243,1.01802991,15,0.33333333,1,-0.295987,0.212465,25.6922545,54.4071271,0.00991,0.00317,0.01934,0.01633
1017,2.3,1.44561296,1.1232,0.93264181,15,0.26666667,1,-0.293684,0.22133,22.5788553,39.1366826,0.03041,0.00323,0.02341,0.00535
1018,4.3,1.4477084,1.191,0.94431223,10,0.3,1,-0.31512,0.209169,19.6218456,31.6968275,0.01663,0.00876,0.17334,0.01635
1019,2.8,1.46999471,1.142,0.91944201,15,0.26666667,1,-0.273563,0.23225,25.6882593,45.3322222,0.01275,0.00256,0.04372,0.01625
1020,4.1,1.45365135,1.1897,0.94061267,15,0.33333333,1,-0.325235,0.229403,22.6779638,39.3084706,0.01731,0.00834,0.17173,0.01394
1021,2.9,1.47672893,1.1413,0.89566995,15,0.26666667,1,-0.313459,0.230837,22.8071928,39.5324675,0.02908,0.00374,0.04323,0.01904
1022,4.9,1.48334641,1.1247,0.88516842,19,0.36842105,1,-0.300917,0.21551,33.0857925,43.6130901,0.024,0.00282,0.00813,-0.01022
1023,2.7,1.85456893,1.4153,1.00465401,15,0.26666667,6,-0.062021,0.01287,16.6217629,33.2435258,0.04515,0.00535,0.14259,0.00262
1024,3.9,1.42920042,1.1223,0.98380386,15,0.26666667,1,-0.297763,0.222615,18.1317942,40.7965369,0.02438,0.0066,0.03473,0.02606
1025,3.6,1.46457281,1.148,0.92348321,15,0.26666667,1,-0.310414,0.232366,18.1365064,34.7616372,0.01499,0.0045,0.09118,0.01566
1026,2.5,1.4783523,1.1733,0.88488036,15,0.26666667,1,-0.306266,0.229913,22.6132611,45.2265221,0.03395,0.00495,0.06374,0.01697
1027,3.5,1.434346,1.1091,0.98384443,15,0.26666667,1,-0.306199,0.255242,18.1179399,34.7260516,0.01849,0.00329,0.07056,0.01851
1029,3.7,1.47022835,1.1806,0.91820786,10,0.3,1,-0.318006,0.256878,25.6862569,45.3286887,0.03367,0.00796,0.02804,0.01314
1030,2.6,1.48254487,1.1805,0.88138398,15,0.26666667,1,-0.301661,0.225364,34.6518514,51.2244759,0.03445,0.00471,0.01445,0.01303
1031,4.5,1.48291089,1.0917,0.88041608,23,0.39130435,1,-0.301159,0.225675,22.5574557,33.0842684,0.03086,0.00432,0.02067,0.01239
1032,2.6,1.48112826,1.2091,0.88754036,15,0.26666667,1,-0.299557,0.22771,34.6871081,54.2928649,0.03501,0.00447,0.01555,0.01197
1033,3.5,1.43433491,0.9959,0.96599033,17,0.35294118,1,-0.28747,0.272429,18.2483581,30.4139302,0.02865,0.00199,0.03827,0.02356
1034,3,1.43750063,0.9988,0.93954153,17,0.35294118,1,-0.285442,0.232849,18.2474528,30.4124214,0.02738,0.00371,0.03707,0.01871
1035,2.9,1.43487702,0.9971,0.94684051,17,0.35294118,1,-0.285425,0.231957,18.244873,30.4081217,0.02286,0.00545,0.03919,0.01919
1036,3.5,1.43335396,1.0007,0.94584707,17,0.35294118,1,-0.284178,0.22436,18.2536113,30.4226856,0.02277,0.00482,0.0437,0.02029
2001,3.4,1.57889695,1.5733,0.90386497,4,0.25,0,0.315323,0.356969,10.4667553,22.4287614,0.01492,0.01287,0.0221,0.01443
2002,3.6,1.56053323,1.5604,1.05650404,4,0.25,0,0.20915,0.259209,10.5312813,22.5670314,0.00725,0.00673,0.02048,0.01969
2003,5.1,1.48529034,1.48529034,1.01941684,15,0.33333333,2,-0.312431,0.146617,25.6859412,48.350007,0.01301,0.00634,0.01604,0.00746
2004,4.9,1.48829065,1.3499,1.02447244,15,0.33333333,2,-0.312147,0.1531,25.7004118,48.3772457,0.01169,0.00442,0.02699,0.01127
2005,5.1,1.48710335,1.35283681,1.03035197,15,0.33333333,2,-0.310864,0.154434,25.6873778,48.3527112,0.01288,0.00558,0.03021,0.00976
2006,5.1,1.48592121,1.3533,1.03433707,15,0.33333333,2,-0.312445,0.145899,25.6884675,54.3991077,0.0078,0.0034,0.00761,0.00171
2007,4.8,1.49254383,1.33305075,0.96407337,15,0.33333333,2,-0.320968,0.137368,22.9898688,39.849106,0.00509,0.00276,0.01102,0.00265
2008,4.9,1.4911172,1.34067729,1.02436622,15,0.33333333,2,-0.307174,0.160101,22.6889714,45.3779428,0.01316,0.00434,0.01851,0.01049
2009,4.5,1.4822358,1.3154,1.01872367,15,0.26666667,2,-0.272902,0.143914,24.5177777,58.2297221,0.00397,0.00178,0.09091,0.01214
2010,5.5,1.45197771,1.2119,0.91570229,9,0.33333333,1,-0.332646,0.321009,30.0404728,34.3319689,0.00559,0.00304,0.04189,0.01532
2011,5.3,1.45600583,1.1819,0.93594965,13,0.38461539,1,-0.325361,0.22856,25.7401271,39.3672532,0.00723,0.00611,0.12329,0.01301
2012,4.3,1.57947199,1.3116,0.98568748,8,0.375,0,-0.014953,0.312353,28.7341192,34.7834074,0.00367,0.00162,0.0066,0.00042
2013,3.9,1.56361187,1.5007,1.00473623,9,0.33333333,0,0.131881,0.169602,20.0073836,28.5819766,0.00238,0.00094,0.04228,0.03782
2014,3.3,1.56552734,1.5086,1.01395817,9,0.33333333,0,0.113175,0.179002,20.0042726,28.5775323,0.0036,0.00175,0.04209,0.03743
2015,4.1,1.5883966,1.3131,1.00127274,8,0.375,0,-0.022622,0.341221,37.1702841,42.8887893,0.00164,-0.00047,0.00557,-0.00211
2016,3.9,1.59027342,1.3184,0.98877381,8,0.375,0,-0.047147,0.042149,19.8471456,25.9539597,0.0102,0.00951,0.02344,0.00945
2019,4.6,1.58522966,1.3621,0.93106393,8,0.375,0,-0.324193,0.050076,10.7032382,16.8193743,0.02013,0.00995,0.05159,0.02406
2020,4.5,1.58034783,1.3467,0.93165902,8,0.375,0,-0.364685,0.034433,18.1156529,24.1542039,0.02262,0.01055,0.03746,0.01291
2021,4,1.58959504,1.3316,0.98864054,8,0.375,0,-0.044959,0.031055,7.57032192,13.6265795,0.01171,0.01124,0.02676,0.02642
2022,6,1.56999057,1.4208,0.95849906,10,0.4,0,-0.123495,0.015981,19.6259366,25.6646863,0.02327,0.01162,0.05179,0.01933
2023,4.6,1.573743,1.4523,0.94287207,8,0.375,0,-0.372741,0.060942,18.1622043,24.2162724,0.01878,0.00852,0.03642,0.01356
2024,6.1,1.55976255,1.0434,0.96578078,10,0.4,0,-0.135801,0.009633,19.6518561,25.6985811,0.02035,0.00769,0.04557,0.01504
2025,4.5,1.58142956,1.3313,0.99164724,8,0.375,0,-0.128381,-0.012645,7.58014086,13.6442536,0.0096,0.00912,0.045,0.02528
2026,4.8,1.58824014,1.3423,0.97386758,8,0.375,0,-0.267031,-0.034234,16.6052291,22.6434942,0.00963,0.00842,0.01688,0.01164
2027,5.7,1.57713714,1.4622,1.006779,10,0.4,0,-0.006911,0.078295,19.632302,25.6730103,0.0121,0.01026,0.04548,0.01814
2028,4.3,1.58860263,1.4051,1.02536992,9,0.33333333,0,-0.038201,0.049295,25.7031793,37.7987932,0.00529,0.00353,0.0086,0.00093
2029,4.5,1.58800085,1.1991,1.00605558,4,0.25,0,0.007747,0.040283,22.9369101,30.5825469,0.00214,0.00143,0.025,0.01988
2032,4.2,1.51275251,1.4189,0.95125484,8,0.25,0,0.017294,0.137501,19.7224972,25.7909578,0.03688,0.01558,0.06861,0.01577
2035,2.9,1.57767256,1.5494,1.02955289,4,0.25,0,0.061323,0.237214,10.7570921,21.5141842,0.00998,0.00462,0.07016,0.03527
2036,4.5,1.60644531,1.2998,0.96106197,4,0.25,0,-0.263197,-0.194078,12.2899103,15.3623878,0.00162,0.00127,0.07199,0.05514
2038,4.8,1.61009876,1.3069,0.94231765,20,0.45,0,-0.205672,-0.203799,18.4204615,29.7561301,0.00805,0.00803,0.00923,0.00875
2039,3.1,1.58523604,1.5559,1.02582874,20,0.45,0,0.041645,0.079165,18.4238479,29.7616004,0.01185,0.01084,0.04518,0.04044
2040,3.1,1.59310876,1.5576,0.92062496,20,0.45,0,0.085504,0.148061,18.4336405,29.7774192,0.0084,0.00648,0.02617,0.02064
2042,5.6,1.60938146,1.3014,0.94467899,16,0.4375,0,-0.207569,-0.206731,18.4307603,29.7727667,0.01011,0.0101,0.02228,0.0222
2043,6,1.58312132,1.331,1.02031572,20,0.45,0,0.028979,0.029188,18.3967274,29.7177903,0.01127,0.01123,0.03059,0.03039
2044,5.1,1.60824693,1.3053,0.94192052,20,0.45,0,-0.212452,-0.207679,18.3981936,29.7201588,0.01007,0.00984,0.01635,0.01612
2045,2.4,1.58992368,1.5756,1.06035815,4,0.25,0,0.045931,0.090157,22.9256551,30.5675401,0.00298,0.00285,0.04824,0.04756
2046,4.1,1.59746728,1.5801,1.03150868,4,0.25,0,0.049509,0.058066,19.8775202,33.6388804,0.00833,0.00778,0.01487,0.01067
2047,4.7,1.59381008,1.5735,1.06063098,4,0.25,0,0.056327,0.081515,16.7809195,36.6129152,0.00628,0.00508,0.02798,0.02735
2048,4,1.59198642,1.4841,0.96338374,22,0.40909091,0,-0.058119,0.221704,27.5679851,49.0097513,0.01706,0.01507,0.0348,0.01851
2049,4.8,1.55775537,1.5249,1.05164027,4,0.25,0,-0.023249,0.009801,13.7424661,16.7963475,0.00787,0.00457,0.01935,0.01353
2050,3.9,1.55479499,1.3205,1.11030562,4,0.25,0,0.06716,0.07162,16.7888633,36.6302472,0.0038,0.00379,0.01584,0.01393
2051,5.4,1.53724361,1.2439,1.06415306,4,0.25,0,-0.042124,0.038507,13.7176173,16.7659767,0.01216,0.0083,0.01397,0.01393
2052,3.4,1.59808792,1.5724,0.89690746,4,0.25,0,-0.168745,-0.094496,10.0249921,12.8892756,0.04037,0.02916,0.02017,0.01259
2053,3.8,1.56625178,1.521,0.94043542,4,0.25,0,0.065387,0.103554,10.0155349,12.8771163,0.03043,0.01667,0.04052,0.03749
2054,3.4,1.58484236,1.5495,0.91319193,4,0.25,0,0.065919,0.110598,10.0209622,12.8840943,0.03802,0.03303,0.02914,0.02816
2055,6,1.59938692,1.5684,0.9425908,12,0.41666667,0,-0.280747,-0.237573,13.7815524,19.9066868,0.00697,0.00677,0.0054,0.00372
2056,5.9,1.59988324,1.5665,0.93971511,12,0.41666667,0,-0.279514,-0.229275,13.785271,19.9120582,0.00627,0.00616,0.00489,0.0029
2059,5,1.563780983,1.3279,1.01735937,12,0.416666667,0,-0.150949,0.060582,21.4348273,27.5590637,0.00733,0.00694,0.05271,0.02711
2060,5.9,1.57611658,1.2055,1.0291341,4,0.25,0,0.039675,0.042469,13.5333863,22.5556438,0.01015,0.01014,0.00987,0.00974
2062,3.3,1.57207398,1.5579,1.03170059,12,0.41666667,0,-0.125982,0.124237,18.4007848,24.0625647,0.00859,0.00743,0.05598,0.02762
2063,4,1.57071841,1.5545,1.05177608,4,0.25,0,-0.008968,-0.00074,16.8329327,24.4842658,0.00786,0.00335,0.05986,0.05369
2064,4.8,1.55817471,1.2922,1.05936487,4,0.25,0,-0.024502,0.008414,16.8481322,24.5063741,0.0096,0.00244,0.03727,0.03045
2065,3.9,1.57226601,1.5679,1.06087603,4,0.25,0,-0.028818,-0.005734,16.6765687,24.2568273,0.00326,0.00297,0.01593,0.01482
2066,2.2,1.58411805,1.5781,1.05072715,4,0.25,0,0.045657,0.086236,16.5526697,19.562246,0.00865,0.00426,0.03775,0.03687
2067,3.6,1.61086001,1.5923,0.94666564,4,0.25,0,-0.129117,-0.085457,7.63557473,50.3947932,0.00822,0.00816,0.01894,0.00741
2068,4.6,1.56219806,1.5244,1.05893824,4,0.25,0,-0.005292,0.020836,19.9217566,22.9866422,0.00955,0.00938,0.01487,0.01095
2069,2.6,1.59598182,1.572,1.02115506,4,0.25,0,-0.055135,-0.051216,21.4006836,24.2541081,0.01159,0.01139,0.05807,0.05596
2070,2.9,1.58744089,1.569,1.02843291,4,0.25,0,0.049501,0.060821,21.4346684,24.2926241,0.00806,0.0064,0.03458,0.03291
2071,2.7,1.59465619,1.5741,1.02078797,4,0.25,0,-0.05453,0.052022,21.4309983,24.2884647,0.00884,0.00833,0.0499,0.04772
2072,5,1.56709746,1.3323,1.03655477,4,0.25,0,-0.08803,0.057798,21.4207432,24.2768423,0.00973,0.00858,0.02438,0.01967
2073,4.9,1.56936957,1.3319,1.01517741,4,0.25,0,-0.0641,0.004394,21.4201296,24.2761469,0.0092,0.00752,0.03563,0.02857
2074,4.9,1.5690891,1.336,1.01479277,4,0.25,0,-0.057039,0.003146,21.5024848,24.5742683,0.009,0.00608,0.03695,0.03473
2077,5,1.57626288,1.2997,1.03317116,4,0.25,0,-0.064686,0.020459,21.5032986,24.5751984,0.00973,0.00929,0.03092,0.0245
2080,2.6,1.58792422,1.5647,0.99424141,4,0.25,0,0.034178,0.040613,19.9877736,23.0628157,0.00526,0.00392,0.0374,0.03304
2081,3.8,1.57428801,1.5525,1.02269141,4,0.25,0,-0.011017,0.072023,13.6979958,16.7419948,0.00778,0.0074,0.02468,0.02458
2082,5.7,1.46259608,1.3207,0.95696636,4,0.25,2,-0.301132,0.209889,10.6576231,13.7026583,0.00232,0.00101,0.1353,0.07466
2083,4.9,1.4451273,1.2911,0.92716776,4,0.25,3,-0.25322,-0.216366,10.0242376,12.8883055,0.00571,0.00376,0.56727,0.35779
2086,3.6,1.4411149,1.2699,0.959882,4,0.25,3,-0.183801,-0.160962,27.1982811,30.2203123,0.006,0.00165,0.2487,0.17608
2087,3.6,1.44034531,1.2658,0.96135377,4,0.25,3,-0.181319,-0.162285,27.1908108,30.212012,0.00584,0.00142,0.24493,0.17573
2088,4.3,1.47353125,1.3562,0.9968326,4,0.25,2,-0.216744,0.216653,27.191081,30.2123122,0.00566,0.00096,0.15794,0.01896
2089,4.4,1.47382678,1.3584,0.99716569,4,0.25,2,-0.216032,0.213978,27.2077799,30.2308666,0.00489,0.00091,0.16331,0.01989
2095,3.6,1.57176245,1.552,1.02483495,11,0.27272727,0,-0.074306,0.0114,15.2334327,24.3734923,0.01276,0.00603,0.04018,0.03309
2096,5.9,1.54671822,1.1965,1.07636397,4,0.25,0,0.079719,0.084464,13.7541505,16.8106284,0.00949,0.00941,0.01626,0.01619
2097,6,1.54782591,1.1924,1.07416431,4,0.25,0,0.076896,0.083623,13.7246854,16.7746155,0.00775,0.00766,0.01683,0.01672
2098,5.9,1.54690604,1.1935,1.07568962,4,0.25,0,0.077424,0.083949,13.7539557,16.8103903,0.0094,0.0093,0.01876,0.01865
2099,5.7,1.54742006,1.1964,1.07405747,4,0.25,0,0.080072,0.080561,10.0196675,12.8824297,0.00728,0.00717,0.01285,0.01282
2102,5.6,1.57172491,1.0691,1.00771501,13,0.38461539,0,-0.046412,0.205785,13.5871956,22.6453259,0.00944,0.00707,0.02001,0.01479
2103,5.6,1.5873652,1.0939,0.97768463,13,0.38461539,0,-0.001395,0.026508,14.0763259,23.4605432,0.00519,0.00478,0.03126,0.03064
2104,5,1.54850945,1.2574,1.05588532,4,0.25,0,0.230464,0.230465,21.4303563,24.2877372,0.0247,0.02448,0.05715,0.05696
2105,2,1.55977265,1.5596,1.03486554,4,0.25,0,0.214321,0.21608,21.420504,24.2765712,0.02843,0.0282,0.04607,0.04504
2106,4.4,1.56524608,1.5514,0.97197401,4,0.25,0,-0.039866,-0.033312,7.68260372,10.7556452,0.01405,0.01375,0.07902,0.07777
2107,4.4,1.5676852,1.4924,0.94905674,12,0.41666667,0,-0.09723,0.340697,24.3012381,32.8781456,0.01293,0.01043,0.03528,0.02212
2108,4.4,1.56808845,1.4929,0.95119712,12,0.41666667,0,-0.100383,0.321058,24.3060906,32.8847109,0.01194,0.00931,0.02517,0.01075
2109,4.4,1.56808665,1.4971,0.95267401,12,0.41666667,0,-0.099466,0.318206,24.3049124,32.8831168,0.01253,0.0095,0.02137,0.00715
2110,4,1.59381356,1.5793,0.95066864,18,0.44444444,0,-0.055513,0.219725,24.2296749,39.3732217,0.01204,0.01129,0.0312,0.00973
2111,5.4,1.57270746,1.3239,0.99350595,8,0.375,0,-0.224546,-0.044072,18.2077467,34.8981812,0.00611,0.00369,0.01964,0.0145
2112,4.8,1.55309032,1.1929,0.99642598,8,0.375,0,-0.096979,0.266223,12.2603354,15.3254192,0.01177,0.00703,0.06687,0.0507
2113,2.9,1.62604328,1.3316,0.89768763,8,0.375,0,-0.288887,0.052338,18.1118001,24.1490668,0.0143,0.00995,0.00931,0.00484
2114,4,1.60958657,1.4585,0.9539794,8,0.125,0,-0.343529,0.050411,9.22826883,26.1467617,0.00685,0.00656,0.00705,-0.00099
2115,3,1.62452152,1.455,0.95235087,8,0.125,0,-0.341364,0.03412,13.7549098,27.5098197,0.00728,0.00614,0.00806,-0.00031
2116,3.9,1.58579823,1.3139,0.98458228,8,0.375,0,-0.038138,0.002641,21.3852109,27.4952712,0.00875,0.0082,0.0147,0.00733
2117,4,1.61967676,1.4845,0.96303949,9,0.22222222,0,-0.297373,0.060185,13.7689669,27.5379338,0.00777,0.00668,0.00932,-0.00181
2118,4,1.58494217,1.3199,0.99886099,8,0.375,0,0.023262,0.123653,18.1247351,24.1663134,0.01269,0.01127,0.01741,0.00801
2119,4.2,1.58883572,1.4902,0.96801645,8,0.375,0,-0.04876,0.097069,18.1176646,24.1568861,0.01464,0.01408,0.01078,0.00727
2120,3.9,1.50830741,1.415,0.91960973,9,0.33333333,2,-0.195757,0.026974,19.665275,31.7669827,0.01147,0.00341,0.23889,0.01824
2121,4.1,1.59400138,1.4107,1.03540389,9,0.33333333,0,-0.011438,0.05095,29.1078354,47.4917314,0.00736,0.00729,0.00992,0.00505
2122,4.1,1.59309235,1.4086,1.03002319,9,0.33333333,0,-0.011671,0.052925,30.6387037,45.9580556,0.0072,0.00681,0.0095,0.00565
2123,4.1,1.59346252,1.4077,1.0296636,9,0.33333333,0,-0.014463,0.05614,32.1721639,44.4282263,0.00726,0.00675,0.01055,0.00678
2124,4.5,1.59058602,1.3891,1.024286,9,0.33333333,0,-0.059248,0.048575,23.0480753,35.3403822,0.00231,0.00112,0.03613,0.00908
2125,4.5,1.60584837,1.4126,1.03849457,9,0.33333333,0,-0.041138,0.027171,29.1003193,41.3530854,0.00621,0.00553,0.01566,0.00561
2126,4,1.59281986,1.4079,1.02786762,9,0.33333333,0,-0.01241,0.057723,22.963057,35.2100208,0.00734,0.00648,0.01201,0.00807
2127,4.1,1.59788929,1.3616,1.01055805,8,0.375,0,-0.176674,-0.04611,22.6799271,30.2399027,0.0043,0.00193,0.00581,-0.00313
2128,4.6,1.58686164,1.3878,1.02098409,9,0.33333333,0,-0.087264,-0.035593,22.7746224,34.9210877,0.00651,0.00317,0.00579,0.00519
2129,5.4,1.56092952,1.3693,1.04560365,9,0.33333333,0,-0.056423,0.084712,16.5935678,34.6956417,0.00379,0.00353,0.01198,0.00935
2130,5.5,1.56294634,1.3956,1.0481289,9,0.33333333,0,-0.037938,0.080406,18.3794045,33.6955749,0.00408,0.00307,0.01204,0.01142
2131,6.2,1.56246432,1.3911,1.04816962,9,0.33333333,0,-0.041528,0.079074,19.9205463,32.179344,0.00358,0.00326,0.01221,0.01146
2132,5.3,1.56209678,1.3915,1.05200416,9,0.33333333,0,-0.034762,0.075901,19.806114,31.9944919,0.00304,0.00063,0.00944,0.00265
2133,4.7,1.45469471,1.0463,0.86252068,10,0.3,1,-0.317917,0.239568,19.8053986,31.9933362,0.07791,0.01947,0.03901,0.02432
2138,3.1,1.62150832,1.469,0.99262558,18,0.38888889,0,-0.167373,0.141262,22.7110234,43.9079785,0.00853,0.00725,0.03229,0.02246
2139,3.5,1.61385816,1.4565,0.99617576,10,0.2,0,-0.16256,0.136021,16.6462248,46.9120879,0.00395,0.00361,0.02548,0.02394
2140,3.4,1.61273659,1.465,1.01596855,10,0.2,0,-0.151077,0.146411,16.6464983,40.8595868,0.00457,0.00394,0.02243,0.01965
2141,4.9,1.56992688,1.4823,1.04977062,12,0.41666667,0,-0.015934,0.142254,22.7068063,33.3033159,0.00821,0.0052,0.03452,0.03278
2142,5.1,1.56587935,1.483,1.04651175,12,0.41666667,0,0.010912,0.152202,22.7013608,34.8087533,0.00791,0.00511,0.03452,0.03156
2143,4.9,1.56408702,1.4671,1.05801991,12,0.33333333,0,-0.020987,0.139647,21.197511,33.3103745,0.00822,0.00457,0.03067,0.02891
2144,5.1,1.56110682,1.4676,1.05442028,12,0.33333333,0,0.006242,0.154116,21.1993937,34.8275753,0.00833,0.00477,0.03053,0.02904
2145,4.1,1.57890277,1.1091,0.99120653,9,0.33333333,0,0.004924,0.238742,11.3982982,21.3718091,0.01056,0.00798,0.04095,0.02762
2146,5.1,1.52721367,1.4033,1.06370165,16,0.375,0,0.005379,0.161566,24.2189714,39.3558285,0.00706,0.00378,0.02262,0.0084
2147,4.2,1.57550181,1.3777,0.99483164,5,0.2,0,-0.245435,-0.056803,18.337666,30.5627767,0.01172,0.00205,0.03006,0.00984
2148,3.9,1.57380186,1.2857,0.94316974,7,0.28571429,0,-0.219557,-0.059917,13.5928721,19.6341486,0.01104,0.00809,0.0364,0.02042
2149,4.2,1.55517712,1.3223,0.96544895,8,0.25,0,-0.169117,-0.050844,13.5974385,19.6407445,0.01035,0.00455,0.02487,0.01031
2150,4.2,1.55035233,1.3506,0.97984178,8,0.25,0,-0.159131,-0.041472,13.5959239,21.1492149,0.0093,0.00491,0.02866,0.02054
2151,5.4,1.50971721,1.4544,0.88799844,8,0.375,2,-0.200811,-0.176503,19.6391751,25.6819982,0.01327,0.00969,0.15941,0.02054
2152,5.5,1.49397734,1.0644,0.92679643,9,0.44444444,2,-0.177317,0.023822,21.2051591,27.2637759,0.01354,0.01216,0.14932,0.02976
2153,5,1.57005497,1.3675,1.01152425,9,0.33333333,0,-0.215018,-0.026911,18.1382139,24.1842852,0.00988,0.00702,0.0071,0.00641
2154,5.2,1.56849242,1.3142,0.99632159,9,0.33333333,0,-0.20045,-0.021058,18.137389,25.6946345,0.00871,0.00604,0.01082,0.00589
2155,3.1,1.49292851,1.4429,0.87706477,9,0.33333333,2,-0.195037,0.148226,18.2105337,24.2807117,0.00932,0.00543,0.23068,0.02195
2156,4.1,1.47330143,1.4436,0.90320914,9,0.33333333,2,-0.196978,0.179714,18.2118084,25.8000619,-0.00058,-0.00205,0.22295,0.01308
2157,3.9,1.58997008,1.3283,0.99506071,8,0.375,0,-0.027558,0.038834,30.6582279,36.7898735,0.00604,0.00576,0.01397,0.0114
2159,3.9,1.58909146,1.3286,0.9947478,8,0.375,0,-0.024528,0.039144,16.8608175,24.5248255,0.0079,0.0072,0.01504,0.01159
2164,4.2,1.5949287,1.3447,0.99089899,8,0.375,0,0.001703,0.078131,16.5703643,22.5959513,0.00957,0.00766,0.01022,0.01001
2165,4.8,1.58076326,1.3517,1.00667097,8,0.375,0,-0.219841,-0.036038,13.7833244,19.9092463,0.00455,0.00402,0.02306,0.02226
2166,4.6,1.5845044,1.4701,1.00499529,8,0.375,0,-0.237481,-0.006114,13.7823041,19.9077726,0.00393,0.00322,0.02579,0.02406
2167,4.3,1.59144242,1.4656,1.00198814,10,0.3,0,-0.248053,0.056265,15.0382116,21.0534962,0.00833,0.00643,0.01974,0.00706
2168,4.3,1.59137884,1.4743,1.01000012,14,0.35714286,0,-0.255355,0.080888,18.223303,27.3349545,0.0076,0.00557,0.02608,0.00708
2169,4.2,1.58059443,1.4915,0.96810939,8,0.375,0,-0.077319,0.007136,36.4464819,45.5581024,0.01103,0.01036,0.00542,-0.0035
2170,3.7,1.56038521,1.559,0.90152271,10,0.3,0,0.018994,0.249356,18.1305797,30.2176329,0.01143,-0.01473,0.07539,0.00854
2171,3.5,1.55878857,1.5574,0.89783364,10,0.3,0,0.01859,0.259718,18.1396111,34.767588,0.01172,-0.0131,0.04014,0.00684
2172,3.6,1.56080987,1.5597,0.89984014,10,0.3,0,0.039431,0.276517,18.1320479,34.7530919,0.01365,-0.00918,0.03975,0.00812
2173,3.7,1.58784461,1.3208,0.9803016,8,0.375,0,-0.041978,-0.002686,39.783704,45.9042738,0.00925,0.00791,0.00679,-0.00125
2174,4.7,1.57682178,1.3198,1.03199581,9,0.33333333,0,-0.042727,-0.005496,36.3344058,48.4458745,0.00415,0.0028,0.0026,-0.00235
2177,6.2,1.55555562,1.2642,1.04074669,9,0.44444444,0,0.012883,0.260498,31.8016663,40.8878566,0.00366,0.00259,0.01398,0.01246
2178,4.4,1.59557814,1.4007,0.98742,9,0.33333333,0,-0.150346,-0.028223,22.7215768,33.3249794,0.0067,0.0066,0.01711,0.01394
2179,3.4,1.61090349,1.4817,1.01677052,10,0.3,0,-0.119703,0.125221,16.6446766,28.749896,0.00773,0.00543,0.03399,0.03175
2181,2.8,1.57554498,1.5228,0.96969187,5,0.2,0,0.247855,0.271422,10.5349547,22.5749029,0.012,0.00636,0.01059,0.00676
2182,4.2,1.58860586,1.4891,0.97241238,8,0.375,0,-0.032691,-0.001423,27.7313533,33.8938762,0.00938,0.00935,0.00408,0.00022
2183,3.6,2.07839199,1.5685,1.10780594,0,0,5,-0.066173,-0.065554,31.7119682,43.792718,0.03752,0.03729,0.32764,0.31944
2187,4.3,1.5928077,1.3633,0.97563891,8,0.375,0,-0.164378,-0.025754,18.1486235,24.1981647,0.00631,0.00566,0.01121,0.00959
2189,3.4,1.59177981,1.4227,0.99965703,9,0.22222222,0,0.001168,0.075076,22.8960714,36.6337142,0.0061,0.00587,0.01443,0.01409
2190,2.9,1.59059774,1.4213,0.99902012,9,0.22222222,0,-0.009808,0.075006,22.5886573,36.1418518,0.00603,0.0048,0.01276,0.00473
2191,4,1.60741006,1.5233,0.94279489,8,0.375,0,-0.014318,0.102116,24.1099983,33.1512477,0.01074,0.01058,0.0293,0.00307
2192,4,1.58021824,1.3127,0.99458968,8,0.375,0,-0.054289,0.045132,24.510725,30.6384063,0.01795,0.01575,0.00831,0.00422
2193,4.4,1.57429839,1.3245,1.01646171,8,0.375,0,-0.075792,0.002039,24.5130307,39.8336749,0.00564,0.00351,0.00652,0.00555
2195,4.1,1.59414414,1.5042,0.97287469,8,0.375,0,0.00049,0.134898,19.5885963,27.1226717,0.0095,0.00877,0.03112,0.01536
2200,3.2,1.62617186,1.4561,0.99364775,6,0.16666667,0,-0.265015,-0.032953,9.23448166,21.5471239,0.01128,0.00635,0.00258,-0.00096
2201,4.4,1.58415952,1.3884,1.02418245,9,0.33333333,0,-0.077567,-0.037071,19.659403,37.8065443,0.00375,0.00244,0.00576,0.00396
2202,3.9,1.55852893,1.4537,0.94417452,8,0.375,0,-0.021133,-0.001875,18.1450189,30.2416982,0.01464,0.00786,0.01392,0.01368
2203,6,1.49172635,1.4917,0.95739544,3,0.33333333,0,0.109395,0.109987,10.4686388,11.9641586,0.02215,0.02204,0.13588,0.13562
2204,4.3,1.51449887,1.5145,0.90546091,3,0.33333333,0,-0.014743,-0.014519,10.4781174,11.9749913,0.01528,0.01524,0.16312,0.16291
2205,2.1,1.5900625,1.5901,0.77986705,3,0.33333333,0,-0.122155,-0.121929,10.4689249,11.9644856,0.01824,0.01822,0.13369,0.13268
2207,5.1,1.4970329,1.497,0.88998799,3,0.33333333,0,-0.084122,-0.083635,10.4611575,11.9556086,0.02912,0.029,0.10637,0.10618
2208,4,1.54109273,1.5411,0.88670639,3,0.33333333,0,-0.102376,-0.102157,7.67416017,9.2089922,0.02752,0.02749,0.10749,0.10724
2209,3.3,1.55605738,1.5561,0.82696857,3,0.33333333,0,0.014047,0.014743,10.4736831,11.9699236,0.01409,0.01388,0.11027,0.10549
